name	status	reason
unc_m_sb_accesses.wr_accepts	excluded	uncore event
unc_m_sb_accesses.wr_rejects	excluded	uncore event
unc_m_sb_canary.alloc	excluded	uncore event
unc_m_sb_canary.dealloc	excluded	uncore event
unc_m_sb_canary.fm_rd_starved	excluded	uncore event
unc_m_sb_canary.fm_tgr_wr_starved	excluded	uncore event
unc_m_sb_canary.fm_wr_starved	excluded	uncore event
unc_m_sb_canary.nm_rd_starved	excluded	uncore event
unc_m_sb_canary.nm_wr_starved	excluded	uncore event
unc_m_sb_canary.vld	excluded	uncore event
unc_m_sb_cycles_full	excluded	uncore event
unc_m_sb_cycles_ne	excluded	uncore event
unc_m_sb_inserts.block_rds	excluded	uncore event
unc_m_sb_inserts.block_wrs	excluded	uncore event
unc_m_sb_inserts.pmm_rds	excluded	uncore event
unc_m_sb_inserts.pmm_wrs	excluded	uncore event
unc_m_sb_inserts.rds	excluded	uncore event
unc_m_sb_inserts.wrs	excluded	uncore event
unc_m_sb_occupancy.block_rds	excluded	uncore event
unc_m_sb_occupancy.block_wrs	excluded	uncore event
unc_m_sb_occupancy.pmm_rds	excluded	uncore event
unc_m_sb_occupancy.pmm_wrs	excluded	uncore event
unc_m_sb_occupancy.rds	excluded	uncore event
unc_m_sb_pref_inserts.all	excluded	uncore event
unc_m_sb_pref_inserts.ddr	excluded	uncore event
unc_m_sb_pref_inserts.pmm	excluded	uncore event
unc_m_sb_pref_occupancy.all	excluded	uncore event
unc_m_sb_pref_occupancy.ddr	excluded	uncore event
unc_m_sb_pref_occupancy.pmm	excluded	uncore event
unc_m_sb_reject.canary	excluded	uncore event
unc_m_sb_reject.ddr_early_cmp	excluded	uncore event
unc_m_sb_reject.fm_addr_cnflt	excluded	uncore event
unc_m_sb_reject.nm_set_cnflt	excluded	uncore event
unc_m_sb_reject.patrol_set_cnflt	excluded	uncore event
unc_m_sb_strv_alloc.fm_rd	excluded	uncore event
unc_m_sb_strv_alloc.fm_tgr	excluded	uncore event
unc_m_sb_strv_alloc.fm_wr	excluded	uncore event
unc_m_sb_strv_alloc.nm_rd	excluded	uncore event
unc_m_sb_strv_alloc.nm_wr	excluded	uncore event
unc_m_sb_strv_dealloc.fm_rd	excluded	uncore event
unc_m_sb_strv_dealloc.fm_tgr	excluded	uncore event
unc_m_sb_strv_dealloc.fm_wr	excluded	uncore event
unc_m_sb_strv_dealloc.nm_rd	excluded	uncore event
unc_m_sb_strv_dealloc.nm_wr	excluded	uncore event
unc_m_sb_strv_occ.fm_rd	excluded	uncore event
unc_m_sb_strv_occ.fm_tgr	excluded	uncore event
unc_m_sb_strv_occ.fm_wr	excluded	uncore event
unc_m_sb_strv_occ.nm_rd	excluded	uncore event
unc_m_sb_strv_occ.nm_wr	excluded	uncore event
unc_m_sb_tagged.ddr4_cmp	excluded	uncore event
unc_m_sb_tagged.new	excluded	uncore event
unc_m_sb_tagged.occ	excluded	uncore event
unc_m_sb_tagged.pmm0_cmp	excluded	uncore event
unc_m_sb_tagged.pmm1_cmp	excluded	uncore event
unc_m_sb_tagged.pmm2_cmp	excluded	uncore event
unc_m_sb_tagged.rd_hit	excluded	uncore event
unc_m_sb_tagged.rd_miss	excluded	uncore event
unc_m_tagchk.hit	excluded	uncore event
unc_m_tagchk.miss_clean	excluded	uncore event
unc_m_tagchk.miss_dirty	excluded	uncore event
unc_m_tagchk.nm_rd_hit	excluded	uncore event
unc_m_tagchk.nm_wr_hit	excluded	uncore event
unc_m_wpq_inserts.pch0	excluded	uncore event
unc_m_wpq_inserts.pch1	excluded	uncore event
unc_m_wpq_occupancy_pch0	excluded	uncore event
unc_m_wpq_occupancy_pch1	excluded	uncore event
unc_m_wpq_read_hit	excluded	uncore event
unc_m_wpq_write_hit	excluded	uncore event
unc_p_clockticks	excluded	uncore event
unc_p_core_transition_cycles	excluded	uncore event
unc_p_demotions	excluded	uncore event
unc_p_fivr_ps_ps0_cycles	excluded	uncore event
unc_p_fivr_ps_ps1_cycles	excluded	uncore event
unc_p_fivr_ps_ps2_cycles	excluded	uncore event
unc_p_fivr_ps_ps3_cycles	excluded	uncore event
unc_p_freq_clip_avx256	excluded	uncore event
unc_p_freq_clip_avx512	excluded	uncore event
unc_p_freq_max_limit_thermal_cycles	excluded	uncore event
unc_p_freq_max_power_cycles	excluded	uncore event
unc_p_freq_min_io_p_cycles	excluded	uncore event
unc_p_freq_trans_cycles	excluded	uncore event
unc_p_memory_phase_shedding_cycles	excluded	uncore event
unc_p_pkg_residency_c0_cycles	excluded	uncore event
unc_p_pkg_residency_c2e_cycles	excluded	uncore event
unc_p_pkg_residency_c6_cycles	excluded	uncore event
unc_p_pmax_throttled_cycles	excluded	uncore event
unc_p_power_state_occupancy_cores_c0	excluded	uncore event
unc_p_power_state_occupancy_cores_c3	excluded	uncore event
unc_p_power_state_occupancy_cores_c6	excluded	uncore event
unc_p_prochot_external_cycles	excluded	uncore event
unc_p_prochot_internal_cycles	excluded	uncore event
unc_p_total_transition_cycles	excluded	uncore event
unc_p_vr_hot_cycles	excluded	uncore event
rNNN	excluded	raw event descriptor
cpu/event=0..255,pc,edge,.../modifier	excluded	raw event descriptor
breakpoint//modifier	excluded	raw event descriptor
cstate_core/event=0..0xffffffffffffffff/modifier	excluded	raw event descriptor
cstate_pkg/event=0..0xffffffffffffffff/modifier	excluded	raw event descriptor
dsa0/event=0..0xfffffff,event_category=0..15,filter_wq=0..0xffffffff,.../modifier	excluded	raw event descriptor
dsa1/event=0..0xfffffff,event_category=0..15,filter_wq=0..0xffffffff,.../modifier	excluded	raw event descriptor
dsa2/event=0..0xfffffff,event_category=0..15,filter_wq=0..0xffffffff,.../modifier	excluded	raw event descriptor
dsa3/event=0..0xfffffff,event_category=0..15,filter_wq=0..0xffffffff,.../modifier	excluded	raw event descriptor
dsa4/event=0..0xfffffff,event_category=0..15,filter_wq=0..0xffffffff,.../modifier	excluded	raw event descriptor
dsa5/event=0..0xfffffff,event_category=0..15,filter_wq=0..0xffffffff,.../modifier	excluded	raw event descriptor
dsa6/event=0..0xfffffff,event_category=0..15,filter_wq=0..0xffffffff,.../modifier	excluded	raw event descriptor
dsa7/event=0..0xfffffff,event_category=0..15,filter_wq=0..0xffffffff,.../modifier	excluded	raw event descriptor
hwmon_bnxt_en//modifier	excluded	raw event descriptor
hwmon_coretemp//modifier	excluded	raw event descriptor
hwmon_power_meter//modifier	excluded	raw event descriptor
intel_bts//modifier	excluded	raw event descriptor
intel_pt/ptw,event,cyc_thresh=0..15,.../modifier	excluded	raw event descriptor
kprobe/retprobe/modifier	excluded	raw event descriptor
msr/event=0..0xffffffffffffffff/modifier	excluded	raw event descriptor
power/event=0..255/modifier	excluded	raw event descriptor
software//modifier	excluded	raw event descriptor
tool//modifier	excluded	raw event descriptor
tracepoint//modifier	excluded	raw event descriptor
uncore_cha/event=0..255,edge,filter_tid=0..0x3ff,.../modifier	excluded	raw event descriptor
uncore_iio_free_running/event=0..255,umask=0..255/modifier	excluded	raw event descriptor
uncore_iio/event=0..255,edge,fc_mask=0..7,.../modifier	excluded	raw event descriptor
uncore_imc_free_running/event=0..255,umask=0..255/modifier	excluded	raw event descriptor
uncore_imc/event=0..255,edge,inv,.../modifier	excluded	raw event descriptor
uncore_irp/event=0..255,edge,inv,.../modifier	excluded	raw event descriptor
uncore_m2m/event=0..255,edge,inv,.../modifier	excluded	raw event descriptor
uncore_m2pcie/event=0..255,edge,inv,.../modifier	excluded	raw event descriptor
uncore_m3upi/event=0..255,edge,inv,.../modifier	excluded	raw event descriptor
uncore_mdf/event=0..255,edge,inv,.../modifier	excluded	raw event descriptor
uncore_pcu/event=0..255,edge,inv,.../modifier	excluded	raw event descriptor
uncore_upi/event=0..255,edge,inv,.../modifier	excluded	raw event descriptor
uprobe/ref_ctr_offset=0..0xffffffff,retprobe/modifier	excluded	raw event descriptor
mem:<addr>[/len][:access]	excluded	hardware breakpoint
alarmtimer:alarmtimer_cancel	excluded	tracepoint event
alarmtimer:alarmtimer_fired	excluded	tracepoint event
alarmtimer:alarmtimer_start	excluded	tracepoint event
alarmtimer:alarmtimer_suspend	excluded	tracepoint event
amd_cpu:amd_pstate_epp_perf	excluded	tracepoint event
amd_cpu:amd_pstate_perf	excluded	tracepoint event
avc:selinux_audited	excluded	tracepoint event
block:blk_zone_append_update_request_bio	excluded	tracepoint event
block:blk_zone_wplug_bio	excluded	tracepoint event
block:blkdev_zone_mgmt	excluded	tracepoint event
block:block_bio_backmerge	excluded	tracepoint event
block:block_bio_complete	excluded	tracepoint event
block:block_bio_frontmerge	excluded	tracepoint event
block:block_bio_queue	excluded	tracepoint event
block:block_bio_remap	excluded	tracepoint event
block:block_dirty_buffer	excluded	tracepoint event
block:block_getrq	excluded	tracepoint event
block:block_io_done	excluded	tracepoint event
block:block_io_start	excluded	tracepoint event
block:block_plug	excluded	tracepoint event
block:block_rq_complete	excluded	tracepoint event
block:block_rq_error	excluded	tracepoint event
block:block_rq_insert	excluded	tracepoint event
block:block_rq_issue	excluded	tracepoint event
block:block_rq_merge	excluded	tracepoint event
block:block_rq_remap	excluded	tracepoint event
block:block_rq_requeue	excluded	tracepoint event
block:block_split	excluded	tracepoint event
block:block_touch_buffer	excluded	tracepoint event
block:block_unplug	excluded	tracepoint event
block:disk_zone_wplug_add_bio	excluded	tracepoint event
bpf_test_run:bpf_test_finish	excluded	tracepoint event
bpf_test_run:bpf_trigger_tp	excluded	tracepoint event
bpf_trace:bpf_trace_printk	excluded	tracepoint event
bridge:br_fdb_add	excluded	tracepoint event
bridge:br_fdb_external_learn_add	excluded	tracepoint event
bridge:br_fdb_update	excluded	tracepoint event
bridge:br_mdb_full	excluded	tracepoint event
bridge:fdb_delete	excluded	tracepoint event
btrfs:add_delayed_data_ref	excluded	tracepoint event
btrfs:add_delayed_ref_head	excluded	tracepoint event
btrfs:add_delayed_tree_ref	excluded	tracepoint event
btrfs:btrfs_add_block_group	excluded	tracepoint event
btrfs:btrfs_add_reclaim_block_group	excluded	tracepoint event
btrfs:btrfs_add_unused_block_group	excluded	tracepoint event
btrfs:btrfs_all_work_done	excluded	tracepoint event
btrfs:btrfs_alloc_extent_state	excluded	tracepoint event
btrfs:btrfs_chunk_alloc	excluded	tracepoint event
btrfs:btrfs_chunk_free	excluded	tracepoint event
btrfs:btrfs_clear_extent_bit	excluded	tracepoint event
btrfs:btrfs_convert_extent_bit	excluded	tracepoint event
btrfs:btrfs_cow_block	excluded	tracepoint event
btrfs:btrfs_done_preemptive_reclaim	excluded	tracepoint event
btrfs:btrfs_extent_map_shrinker_count	excluded	tracepoint event
btrfs:btrfs_extent_map_shrinker_remove_em	excluded	tracepoint event
btrfs:btrfs_extent_map_shrinker_scan_enter	excluded	tracepoint event
btrfs:btrfs_extent_map_shrinker_scan_exit	excluded	tracepoint event
btrfs:btrfs_fail_all_tickets	excluded	tracepoint event
btrfs:btrfs_failed_cluster_setup	excluded	tracepoint event
btrfs:btrfs_find_cluster	excluded	tracepoint event
btrfs:btrfs_find_free_extent	excluded	tracepoint event
btrfs:btrfs_find_free_extent_have_block_group	excluded	tracepoint event
btrfs:btrfs_find_free_extent_search_loop	excluded	tracepoint event
btrfs:btrfs_finish_ordered_extent	excluded	tracepoint event
btrfs:btrfs_flush_space	excluded	tracepoint event
btrfs:btrfs_free_extent_state	excluded	tracepoint event
btrfs:btrfs_get_extent	excluded	tracepoint event
btrfs:btrfs_get_extent_show_fi_inline	excluded	tracepoint event
btrfs:btrfs_get_extent_show_fi_regular	excluded	tracepoint event
btrfs:btrfs_get_raid_extent_offset	excluded	tracepoint event
btrfs:btrfs_handle_em_exist	excluded	tracepoint event
btrfs:btrfs_inode_evict	excluded	tracepoint event
btrfs:btrfs_inode_mod_outstanding_extents	excluded	tracepoint event
btrfs:btrfs_inode_new	excluded	tracepoint event
btrfs:btrfs_inode_request	excluded	tracepoint event
btrfs:btrfs_insert_one_raid_extent	excluded	tracepoint event
btrfs:btrfs_ordered_extent_add	excluded	tracepoint event
btrfs:btrfs_ordered_extent_dec_test_pending	excluded	tracepoint event
btrfs:btrfs_ordered_extent_lookup	excluded	tracepoint event
btrfs:btrfs_ordered_extent_lookup_first	excluded	tracepoint event
btrfs:btrfs_ordered_extent_lookup_first_range	excluded	tracepoint event
btrfs:btrfs_ordered_extent_lookup_for_logging	excluded	tracepoint event
btrfs:btrfs_ordered_extent_lookup_range	excluded	tracepoint event
btrfs:btrfs_ordered_extent_mark_finished	excluded	tracepoint event
btrfs:btrfs_ordered_extent_put	excluded	tracepoint event
btrfs:btrfs_ordered_extent_remove	excluded	tracepoint event
btrfs:btrfs_ordered_extent_split	excluded	tracepoint event
btrfs:btrfs_ordered_extent_start	excluded	tracepoint event
btrfs:btrfs_ordered_sched	excluded	tracepoint event
btrfs:btrfs_prelim_ref_insert	excluded	tracepoint event
btrfs:btrfs_prelim_ref_merge	excluded	tracepoint event
btrfs:btrfs_qgroup_account_extent	excluded	tracepoint event
btrfs:btrfs_qgroup_account_extents	excluded	tracepoint event
btrfs:btrfs_qgroup_meta_convert	excluded	tracepoint event
btrfs:btrfs_qgroup_meta_free_all_pertrans	excluded	tracepoint event
btrfs:btrfs_qgroup_meta_reserve	excluded	tracepoint event
btrfs:btrfs_qgroup_num_dirty_extents	excluded	tracepoint event
btrfs:btrfs_qgroup_release_data	excluded	tracepoint event
btrfs:btrfs_qgroup_reserve_data	excluded	tracepoint event
btrfs:btrfs_qgroup_trace_extent	excluded	tracepoint event
btrfs:btrfs_qgroup_update_counters	excluded	tracepoint event
btrfs:btrfs_qgroup_update_reserve	excluded	tracepoint event
btrfs:btrfs_raid_extent_delete	excluded	tracepoint event
btrfs:btrfs_reclaim_block_group	excluded	tracepoint event
btrfs:btrfs_remove_block_group	excluded	tracepoint event
btrfs:btrfs_reserve_extent	excluded	tracepoint event
btrfs:btrfs_reserve_extent_cluster	excluded	tracepoint event
btrfs:btrfs_reserve_ticket	excluded	tracepoint event
btrfs:btrfs_reserved_extent_alloc	excluded	tracepoint event
btrfs:btrfs_reserved_extent_free	excluded	tracepoint event
btrfs:btrfs_set_extent_bit	excluded	tracepoint event
btrfs:btrfs_setup_cluster	excluded	tracepoint event
btrfs:btrfs_skip_unused_block_group	excluded	tracepoint event
btrfs:btrfs_space_reservation	excluded	tracepoint event
btrfs:btrfs_sync_file	excluded	tracepoint event
btrfs:btrfs_sync_fs	excluded	tracepoint event
btrfs:btrfs_transaction_commit	excluded	tracepoint event
btrfs:btrfs_tree_lock	excluded	tracepoint event
btrfs:btrfs_tree_read_lock	excluded	tracepoint event
btrfs:btrfs_tree_read_unlock	excluded	tracepoint event
btrfs:btrfs_tree_unlock	excluded	tracepoint event
btrfs:btrfs_trigger_flush	excluded	tracepoint event
btrfs:btrfs_truncate_show_fi_inline	excluded	tracepoint event
btrfs:btrfs_truncate_show_fi_regular	excluded	tracepoint event
btrfs:btrfs_try_tree_read_lock	excluded	tracepoint event
btrfs:btrfs_work_queued	excluded	tracepoint event
btrfs:btrfs_work_sched	excluded	tracepoint event
btrfs:btrfs_workqueue_alloc	excluded	tracepoint event
btrfs:btrfs_workqueue_destroy	excluded	tracepoint event
btrfs:btrfs_writepage_end_io_hook	excluded	tracepoint event
btrfs:extent_writepage	excluded	tracepoint event
btrfs:raid56_read	excluded	tracepoint event
btrfs:raid56_write	excluded	tracepoint event
btrfs:run_delayed_data_ref	excluded	tracepoint event
btrfs:run_delayed_ref_head	excluded	tracepoint event
btrfs:run_delayed_tree_ref	excluded	tracepoint event
btrfs:update_bytes_may_use	excluded	tracepoint event
btrfs:update_bytes_pinned	excluded	tracepoint event
btrfs:update_bytes_zone_unusable	excluded	tracepoint event
capability:cap_capable	excluded	tracepoint event
cfg80211:cfg80211_assoc_comeback	excluded	tracepoint event
cfg80211:cfg80211_bss_color_notify	excluded	tracepoint event
cfg80211:cfg80211_cac_event	excluded	tracepoint event
cfg80211:cfg80211_ch_switch_notify	excluded	tracepoint event
cfg80211:cfg80211_ch_switch_started_notify	excluded	tracepoint event
cfg80211:cfg80211_chandef_dfs_required	excluded	tracepoint event
cfg80211:cfg80211_control_port_tx_status	excluded	tracepoint event
cfg80211:cfg80211_cqm_pktloss_notify	excluded	tracepoint event
cfg80211:cfg80211_cqm_rssi_notify	excluded	tracepoint event
cfg80211:cfg80211_del_sta	excluded	tracepoint event
cfg80211:cfg80211_epcs_changed	excluded	tracepoint event
cfg80211:cfg80211_ft_event	excluded	tracepoint event
cfg80211:cfg80211_get_bss	excluded	tracepoint event
cfg80211:cfg80211_gtk_rekey_notify	excluded	tracepoint event
cfg80211:cfg80211_ibss_joined	excluded	tracepoint event
cfg80211:cfg80211_inform_bss_frame	excluded	tracepoint event
cfg80211:cfg80211_links_removed	excluded	tracepoint event
cfg80211:cfg80211_mgmt_tx_status	excluded	tracepoint event
cfg80211:cfg80211_michael_mic_failure	excluded	tracepoint event
cfg80211:cfg80211_mlo_reconf_add_done	excluded	tracepoint event
cfg80211:cfg80211_new_sta	excluded	tracepoint event
cfg80211:cfg80211_notify_new_peer_candidate	excluded	tracepoint event
cfg80211:cfg80211_pmksa_candidate_notify	excluded	tracepoint event
cfg80211:cfg80211_pmsr_complete	excluded	tracepoint event
cfg80211:cfg80211_pmsr_report	excluded	tracepoint event
cfg80211:cfg80211_probe_status	excluded	tracepoint event
cfg80211:cfg80211_radar_event	excluded	tracepoint event
cfg80211:cfg80211_ready_on_channel	excluded	tracepoint event
cfg80211:cfg80211_ready_on_channel_expired	excluded	tracepoint event
cfg80211:cfg80211_reg_can_beacon	excluded	tracepoint event
cfg80211:cfg80211_report_obss_beacon	excluded	tracepoint event
cfg80211:cfg80211_report_wowlan_wakeup	excluded	tracepoint event
cfg80211:cfg80211_return_bool	excluded	tracepoint event
cfg80211:cfg80211_return_bss	excluded	tracepoint event
cfg80211:cfg80211_return_u32	excluded	tracepoint event
cfg80211:cfg80211_return_uint	excluded	tracepoint event
cfg80211:cfg80211_rx_control_port	excluded	tracepoint event
cfg80211:cfg80211_rx_mgmt	excluded	tracepoint event
cfg80211:cfg80211_rx_mlme_mgmt	excluded	tracepoint event
cfg80211:cfg80211_rx_spurious_frame	excluded	tracepoint event
cfg80211:cfg80211_rx_unexpected_4addr_frame	excluded	tracepoint event
cfg80211:cfg80211_rx_unprot_mlme_mgmt	excluded	tracepoint event
cfg80211:cfg80211_scan_done	excluded	tracepoint event
cfg80211:cfg80211_sched_scan_results	excluded	tracepoint event
cfg80211:cfg80211_sched_scan_stopped	excluded	tracepoint event
cfg80211:cfg80211_send_assoc_failure	excluded	tracepoint event
cfg80211:cfg80211_send_auth_timeout	excluded	tracepoint event
cfg80211:cfg80211_send_rx_assoc	excluded	tracepoint event
cfg80211:cfg80211_send_rx_auth	excluded	tracepoint event
cfg80211:cfg80211_stop_iface	excluded	tracepoint event
cfg80211:cfg80211_tdls_oper_request	excluded	tracepoint event
cfg80211:cfg80211_tx_mgmt_expired	excluded	tracepoint event
cfg80211:cfg80211_tx_mlme_mgmt	excluded	tracepoint event
cfg80211:cfg80211_update_owe_info_event	excluded	tracepoint event
cfg80211:rdev_abort_pmsr	excluded	tracepoint event
cfg80211:rdev_abort_scan	excluded	tracepoint event
cfg80211:rdev_add_intf_link	excluded	tracepoint event
cfg80211:rdev_add_key	excluded	tracepoint event
cfg80211:rdev_add_link_station	excluded	tracepoint event
cfg80211:rdev_add_mpath	excluded	tracepoint event
cfg80211:rdev_add_nan_func	excluded	tracepoint event
cfg80211:rdev_add_station	excluded	tracepoint event
cfg80211:rdev_add_tx_ts	excluded	tracepoint event
cfg80211:rdev_add_virtual_intf	excluded	tracepoint event
cfg80211:rdev_assoc	excluded	tracepoint event
cfg80211:rdev_assoc_ml_reconf	excluded	tracepoint event
cfg80211:rdev_auth	excluded	tracepoint event
cfg80211:rdev_cancel_remain_on_channel	excluded	tracepoint event
cfg80211:rdev_change_beacon	excluded	tracepoint event
cfg80211:rdev_change_bss	excluded	tracepoint event
cfg80211:rdev_change_mpath	excluded	tracepoint event
cfg80211:rdev_change_station	excluded	tracepoint event
cfg80211:rdev_change_virtual_intf	excluded	tracepoint event
cfg80211:rdev_channel_switch	excluded	tracepoint event
cfg80211:rdev_color_change	excluded	tracepoint event
cfg80211:rdev_connect	excluded	tracepoint event
cfg80211:rdev_crit_proto_start	excluded	tracepoint event
cfg80211:rdev_crit_proto_stop	excluded	tracepoint event
cfg80211:rdev_deauth	excluded	tracepoint event
cfg80211:rdev_del_intf_link	excluded	tracepoint event
cfg80211:rdev_del_key	excluded	tracepoint event
cfg80211:rdev_del_link_station	excluded	tracepoint event
cfg80211:rdev_del_mpath	excluded	tracepoint event
cfg80211:rdev_del_nan_func	excluded	tracepoint event
cfg80211:rdev_del_pmk	excluded	tracepoint event
cfg80211:rdev_del_pmksa	excluded	tracepoint event
cfg80211:rdev_del_station	excluded	tracepoint event
cfg80211:rdev_del_tx_ts	excluded	tracepoint event
cfg80211:rdev_del_virtual_intf	excluded	tracepoint event
cfg80211:rdev_disassoc	excluded	tracepoint event
cfg80211:rdev_disconnect	excluded	tracepoint event
cfg80211:rdev_dump_mpath	excluded	tracepoint event
cfg80211:rdev_dump_mpp	excluded	tracepoint event
cfg80211:rdev_dump_station	excluded	tracepoint event
cfg80211:rdev_dump_survey	excluded	tracepoint event
cfg80211:rdev_end_cac	excluded	tracepoint event
cfg80211:rdev_external_auth	excluded	tracepoint event
cfg80211:rdev_flush_pmksa	excluded	tracepoint event
cfg80211:rdev_get_antenna	excluded	tracepoint event
cfg80211:rdev_get_channel	excluded	tracepoint event
cfg80211:rdev_get_ftm_responder_stats	excluded	tracepoint event
cfg80211:rdev_get_key	excluded	tracepoint event
cfg80211:rdev_get_mesh_config	excluded	tracepoint event
cfg80211:rdev_get_mpath	excluded	tracepoint event
cfg80211:rdev_get_mpp	excluded	tracepoint event
cfg80211:rdev_get_station	excluded	tracepoint event
cfg80211:rdev_get_tx_power	excluded	tracepoint event
cfg80211:rdev_get_txq_stats	excluded	tracepoint event
cfg80211:rdev_inform_bss	excluded	tracepoint event
cfg80211:rdev_join_ibss	excluded	tracepoint event
cfg80211:rdev_join_mesh	excluded	tracepoint event
cfg80211:rdev_join_ocb	excluded	tracepoint event
cfg80211:rdev_leave_ibss	excluded	tracepoint event
cfg80211:rdev_leave_mesh	excluded	tracepoint event
cfg80211:rdev_leave_ocb	excluded	tracepoint event
cfg80211:rdev_libertas_set_mesh_channel	excluded	tracepoint event
cfg80211:rdev_mgmt_tx	excluded	tracepoint event
cfg80211:rdev_mgmt_tx_cancel_wait	excluded	tracepoint event
cfg80211:rdev_mod_link_station	excluded	tracepoint event
cfg80211:rdev_nan_change_conf	excluded	tracepoint event
cfg80211:rdev_probe_client	excluded	tracepoint event
cfg80211:rdev_probe_mesh_link	excluded	tracepoint event
cfg80211:rdev_remain_on_channel	excluded	tracepoint event
cfg80211:rdev_reset_tid_config	excluded	tracepoint event
cfg80211:rdev_resume	excluded	tracepoint event
cfg80211:rdev_return_chandef	excluded	tracepoint event
cfg80211:rdev_return_int	excluded	tracepoint event
cfg80211:rdev_return_int_cookie	excluded	tracepoint event
cfg80211:rdev_return_int_int	excluded	tracepoint event
cfg80211:rdev_return_int_mesh_config	excluded	tracepoint event
cfg80211:rdev_return_int_mpath_info	excluded	tracepoint event
cfg80211:rdev_return_int_station_info	excluded	tracepoint event
cfg80211:rdev_return_int_survey_info	excluded	tracepoint event
cfg80211:rdev_return_int_tx_rx	excluded	tracepoint event
cfg80211:rdev_return_void	excluded	tracepoint event
cfg80211:rdev_return_void_tx_rx	excluded	tracepoint event
cfg80211:rdev_return_wdev	excluded	tracepoint event
cfg80211:rdev_rfkill_poll	excluded	tracepoint event
cfg80211:rdev_scan	excluded	tracepoint event
cfg80211:rdev_sched_scan_start	excluded	tracepoint event
cfg80211:rdev_sched_scan_stop	excluded	tracepoint event
cfg80211:rdev_set_antenna	excluded	tracepoint event
cfg80211:rdev_set_ap_chanwidth	excluded	tracepoint event
cfg80211:rdev_set_bitrate_mask	excluded	tracepoint event
cfg80211:rdev_set_coalesce	excluded	tracepoint event
cfg80211:rdev_set_cqm_rssi_config	excluded	tracepoint event
cfg80211:rdev_set_cqm_rssi_range_config	excluded	tracepoint event
cfg80211:rdev_set_cqm_txe_config	excluded	tracepoint event
cfg80211:rdev_set_default_beacon_key	excluded	tracepoint event
cfg80211:rdev_set_default_key	excluded	tracepoint event
cfg80211:rdev_set_default_mgmt_key	excluded	tracepoint event
cfg80211:rdev_set_epcs	excluded	tracepoint event
cfg80211:rdev_set_fils_aad	excluded	tracepoint event
cfg80211:rdev_set_hw_timestamp	excluded	tracepoint event
cfg80211:rdev_set_mac_acl	excluded	tracepoint event
cfg80211:rdev_set_mcast_rate	excluded	tracepoint event
cfg80211:rdev_set_monitor_channel	excluded	tracepoint event
cfg80211:rdev_set_multicast_to_unicast	excluded	tracepoint event
cfg80211:rdev_set_noack_map	excluded	tracepoint event
cfg80211:rdev_set_pmk	excluded	tracepoint event
cfg80211:rdev_set_pmksa	excluded	tracepoint event
cfg80211:rdev_set_power_mgmt	excluded	tracepoint event
cfg80211:rdev_set_qos_map	excluded	tracepoint event
cfg80211:rdev_set_radar_background	excluded	tracepoint event
cfg80211:rdev_set_rekey_data	excluded	tracepoint event
cfg80211:rdev_set_sar_specs	excluded	tracepoint event
cfg80211:rdev_set_tid_config	excluded	tracepoint event
cfg80211:rdev_set_ttlm	excluded	tracepoint event
cfg80211:rdev_set_tx_power	excluded	tracepoint event
cfg80211:rdev_set_txq_params	excluded	tracepoint event
cfg80211:rdev_set_wakeup	excluded	tracepoint event
cfg80211:rdev_set_wiphy_params	excluded	tracepoint event
cfg80211:rdev_start_ap	excluded	tracepoint event
cfg80211:rdev_start_nan	excluded	tracepoint event
cfg80211:rdev_start_p2p_device	excluded	tracepoint event
cfg80211:rdev_start_pmsr	excluded	tracepoint event
cfg80211:rdev_start_radar_detection	excluded	tracepoint event
cfg80211:rdev_stop_ap	excluded	tracepoint event
cfg80211:rdev_stop_nan	excluded	tracepoint event
cfg80211:rdev_stop_p2p_device	excluded	tracepoint event
cfg80211:rdev_suspend	excluded	tracepoint event
cfg80211:rdev_tdls_cancel_channel_switch	excluded	tracepoint event
cfg80211:rdev_tdls_channel_switch	excluded	tracepoint event
cfg80211:rdev_tdls_mgmt	excluded	tracepoint event
cfg80211:rdev_tdls_oper	excluded	tracepoint event
cfg80211:rdev_tx_control_port	excluded	tracepoint event
cfg80211:rdev_update_connect_params	excluded	tracepoint event
cfg80211:rdev_update_ft_ies	excluded	tracepoint event
cfg80211:rdev_update_mesh_config	excluded	tracepoint event
cfg80211:rdev_update_mgmt_frame_registrations	excluded	tracepoint event
cfg80211:rdev_update_owe_info	excluded	tracepoint event
cfg80211:wiphy_delayed_work_queue	excluded	tracepoint event
cfg80211:wiphy_work_cancel	excluded	tracepoint event
cfg80211:wiphy_work_flush	excluded	tracepoint event
cfg80211:wiphy_work_queue	excluded	tracepoint event
cfg80211:wiphy_work_run	excluded	tracepoint event
cfg80211:wiphy_work_worker_start	excluded	tracepoint event
cgroup:cgroup_attach_task	excluded	tracepoint event
cgroup:cgroup_destroy_root	excluded	tracepoint event
cgroup:cgroup_freeze	excluded	tracepoint event
cgroup:cgroup_mkdir	excluded	tracepoint event
cgroup:cgroup_notify_frozen	excluded	tracepoint event
cgroup:cgroup_notify_populated	excluded	tracepoint event
cgroup:cgroup_release	excluded	tracepoint event
cgroup:cgroup_remount	excluded	tracepoint event
cgroup:cgroup_rename	excluded	tracepoint event
cgroup:cgroup_rmdir	excluded	tracepoint event
cgroup:cgroup_rstat_lock_contended	excluded	tracepoint event
cgroup:cgroup_rstat_locked	excluded	tracepoint event
