name	status	reason
syscalls:sys_exit_lsm_get_self_attr	excluded	tracepoint event
syscalls:sys_exit_lsm_list_modules	excluded	tracepoint event
syscalls:sys_exit_lsm_set_self_attr	excluded	tracepoint event
syscalls:sys_exit_madvise	excluded	tracepoint event
syscalls:sys_exit_map_shadow_stack	excluded	tracepoint event
syscalls:sys_exit_mbind	excluded	tracepoint event
syscalls:sys_exit_membarrier	excluded	tracepoint event
syscalls:sys_exit_memfd_create	excluded	tracepoint event
syscalls:sys_exit_memfd_secret	excluded	tracepoint event
syscalls:sys_exit_migrate_pages	excluded	tracepoint event
syscalls:sys_exit_mincore	excluded	tracepoint event
syscalls:sys_exit_mkdir	excluded	tracepoint event
syscalls:sys_exit_mkdirat	excluded	tracepoint event
syscalls:sys_exit_mknod	excluded	tracepoint event
syscalls:sys_exit_mknodat	excluded	tracepoint event
syscalls:sys_exit_mlock	excluded	tracepoint event
syscalls:sys_exit_mlock2	excluded	tracepoint event
syscalls:sys_exit_mlockall	excluded	tracepoint event
syscalls:sys_exit_mmap	excluded	tracepoint event
syscalls:sys_exit_modify_ldt	excluded	tracepoint event
syscalls:sys_exit_mount	excluded	tracepoint event
syscalls:sys_exit_mount_setattr	excluded	tracepoint event
syscalls:sys_exit_move_mount	excluded	tracepoint event
syscalls:sys_exit_move_pages	excluded	tracepoint event
syscalls:sys_exit_mprotect	excluded	tracepoint event
syscalls:sys_exit_mq_getsetattr	excluded	tracepoint event
syscalls:sys_exit_mq_notify	excluded	tracepoint event
syscalls:sys_exit_mq_open	excluded	tracepoint event
syscalls:sys_exit_mq_timedreceive	excluded	tracepoint event
syscalls:sys_exit_mq_timedsend	excluded	tracepoint event
syscalls:sys_exit_mq_unlink	excluded	tracepoint event
syscalls:sys_exit_mremap	excluded	tracepoint event
syscalls:sys_exit_mseal	excluded	tracepoint event
syscalls:sys_exit_msgctl	excluded	tracepoint event
syscalls:sys_exit_msgget	excluded	tracepoint event
syscalls:sys_exit_msgrcv	excluded	tracepoint event
syscalls:sys_exit_msgsnd	excluded	tracepoint event
syscalls:sys_exit_msync	excluded	tracepoint event
syscalls:sys_exit_munlock	excluded	tracepoint event
syscalls:sys_exit_munlockall	excluded	tracepoint event
syscalls:sys_exit_munmap	excluded	tracepoint event
syscalls:sys_exit_name_to_handle_at	excluded	tracepoint event
syscalls:sys_exit_nanosleep	excluded	tracepoint event
syscalls:sys_exit_newfstat	excluded	tracepoint event
syscalls:sys_exit_newfstatat	excluded	tracepoint event
syscalls:sys_exit_newlstat	excluded	tracepoint event
syscalls:sys_exit_newstat	excluded	tracepoint event
syscalls:sys_exit_newuname	excluded	tracepoint event
syscalls:sys_exit_open	excluded	tracepoint event
syscalls:sys_exit_open_by_handle_at	excluded	tracepoint event
syscalls:sys_exit_open_tree	excluded	tracepoint event
syscalls:sys_exit_open_tree_attr	excluded	tracepoint event
syscalls:sys_exit_openat	excluded	tracepoint event
syscalls:sys_exit_openat2	excluded	tracepoint event
syscalls:sys_exit_pause	excluded	tracepoint event
syscalls:sys_exit_perf_event_open	excluded	tracepoint event
syscalls:sys_exit_personality	excluded	tracepoint event
syscalls:sys_exit_pidfd_getfd	excluded	tracepoint event
syscalls:sys_exit_pidfd_open	excluded	tracepoint event
syscalls:sys_exit_pidfd_send_signal	excluded	tracepoint event
syscalls:sys_exit_pipe	excluded	tracepoint event
syscalls:sys_exit_pipe2	excluded	tracepoint event
syscalls:sys_exit_pivot_root	excluded	tracepoint event
syscalls:sys_exit_pkey_alloc	excluded	tracepoint event
syscalls:sys_exit_pkey_free	excluded	tracepoint event
syscalls:sys_exit_pkey_mprotect	excluded	tracepoint event
syscalls:sys_exit_poll	excluded	tracepoint event
syscalls:sys_exit_ppoll	excluded	tracepoint event
syscalls:sys_exit_prctl	excluded	tracepoint event
syscalls:sys_exit_pread64	excluded	tracepoint event
syscalls:sys_exit_preadv	excluded	tracepoint event
syscalls:sys_exit_preadv2	excluded	tracepoint event
syscalls:sys_exit_prlimit64	excluded	tracepoint event
syscalls:sys_exit_process_madvise	excluded	tracepoint event
syscalls:sys_exit_process_mrelease	excluded	tracepoint event
syscalls:sys_exit_process_vm_readv	excluded	tracepoint event
syscalls:sys_exit_process_vm_writev	excluded	tracepoint event
syscalls:sys_exit_pselect6	excluded	tracepoint event
syscalls:sys_exit_ptrace	excluded	tracepoint event
syscalls:sys_exit_pwrite64	excluded	tracepoint event
syscalls:sys_exit_pwritev	excluded	tracepoint event
syscalls:sys_exit_pwritev2	excluded	tracepoint event
syscalls:sys_exit_quotactl	excluded	tracepoint event
syscalls:sys_exit_quotactl_fd	excluded	tracepoint event
syscalls:sys_exit_read	excluded	tracepoint event
syscalls:sys_exit_readahead	excluded	tracepoint event
syscalls:sys_exit_readlink	excluded	tracepoint event
syscalls:sys_exit_readlinkat	excluded	tracepoint event
syscalls:sys_exit_readv	excluded	tracepoint event
syscalls:sys_exit_reboot	excluded	tracepoint event
syscalls:sys_exit_recvfrom	excluded	tracepoint event
syscalls:sys_exit_recvmmsg	excluded	tracepoint event
syscalls:sys_exit_recvmsg	excluded	tracepoint event
syscalls:sys_exit_remap_file_pages	excluded	tracepoint event
syscalls:sys_exit_removexattr	excluded	tracepoint event
syscalls:sys_exit_removexattrat	excluded	tracepoint event
syscalls:sys_exit_rename	excluded	tracepoint event
syscalls:sys_exit_renameat	excluded	tracepoint event
syscalls:sys_exit_renameat2	excluded	tracepoint event
syscalls:sys_exit_request_key	excluded	tracepoint event
syscalls:sys_exit_restart_syscall	excluded	tracepoint event
syscalls:sys_exit_rmdir	excluded	tracepoint event
syscalls:sys_exit_rseq	excluded	tracepoint event
syscalls:sys_exit_rt_sigaction	excluded	tracepoint event
syscalls:sys_exit_rt_sigpending	excluded	tracepoint event
syscalls:sys_exit_rt_sigprocmask	excluded	tracepoint event
syscalls:sys_exit_rt_sigqueueinfo	excluded	tracepoint event
syscalls:sys_exit_rt_sigreturn	excluded	tracepoint event
syscalls:sys_exit_rt_sigsuspend	excluded	tracepoint event
syscalls:sys_exit_rt_sigtimedwait	excluded	tracepoint event
syscalls:sys_exit_rt_tgsigqueueinfo	excluded	tracepoint event
syscalls:sys_exit_sched_get_priority_max	excluded	tracepoint event
syscalls:sys_exit_sched_get_priority_min	excluded	tracepoint event
syscalls:sys_exit_sched_getaffinity	excluded	tracepoint event
syscalls:sys_exit_sched_getattr	excluded	tracepoint event
syscalls:sys_exit_sched_getparam	excluded	tracepoint event
syscalls:sys_exit_sched_getscheduler	excluded	tracepoint event
syscalls:sys_exit_sched_rr_get_interval	excluded	tracepoint event
syscalls:sys_exit_sched_setaffinity	excluded	tracepoint event
syscalls:sys_exit_sched_setattr	excluded	tracepoint event
syscalls:sys_exit_sched_setparam	excluded	tracepoint event
syscalls:sys_exit_sched_setscheduler	excluded	tracepoint event
syscalls:sys_exit_sched_yield	excluded	tracepoint event
syscalls:sys_exit_seccomp	excluded	tracepoint event
syscalls:sys_exit_select	excluded	tracepoint event
syscalls:sys_exit_semctl	excluded	tracepoint event
syscalls:sys_exit_semget	excluded	tracepoint event
syscalls:sys_exit_semop	excluded	tracepoint event
syscalls:sys_exit_semtimedop	excluded	tracepoint event
syscalls:sys_exit_sendfile64	excluded	tracepoint event
syscalls:sys_exit_sendmmsg	excluded	tracepoint event
syscalls:sys_exit_sendmsg	excluded	tracepoint event
syscalls:sys_exit_sendto	excluded	tracepoint event
syscalls:sys_exit_set_mempolicy	excluded	tracepoint event
syscalls:sys_exit_set_mempolicy_home_node	excluded	tracepoint event
syscalls:sys_exit_set_robust_list	excluded	tracepoint event
syscalls:sys_exit_set_tid_address	excluded	tracepoint event
syscalls:sys_exit_setdomainname	excluded	tracepoint event
syscalls:sys_exit_setfsgid	excluded	tracepoint event
syscalls:sys_exit_setfsuid	excluded	tracepoint event
syscalls:sys_exit_setgid	excluded	tracepoint event
syscalls:sys_exit_setgroups	excluded	tracepoint event
syscalls:sys_exit_sethostname	excluded	tracepoint event
syscalls:sys_exit_setitimer	excluded	tracepoint event
syscalls:sys_exit_setns	excluded	tracepoint event
syscalls:sys_exit_setpgid	excluded	tracepoint event
syscalls:sys_exit_setpriority	excluded	tracepoint event
syscalls:sys_exit_setregid	excluded	tracepoint event
syscalls:sys_exit_setresgid	excluded	tracepoint event
syscalls:sys_exit_setresuid	excluded	tracepoint event
syscalls:sys_exit_setreuid	excluded	tracepoint event
syscalls:sys_exit_setrlimit	excluded	tracepoint event
syscalls:sys_exit_setsid	excluded	tracepoint event
syscalls:sys_exit_setsockopt	excluded	tracepoint event
syscalls:sys_exit_settimeofday	excluded	tracepoint event
syscalls:sys_exit_setuid	excluded	tracepoint event
syscalls:sys_exit_setxattr	excluded	tracepoint event
syscalls:sys_exit_setxattrat	excluded	tracepoint event
syscalls:sys_exit_shmat	excluded	tracepoint event
syscalls:sys_exit_shmctl	excluded	tracepoint event
syscalls:sys_exit_shmdt	excluded	tracepoint event
syscalls:sys_exit_shmget	excluded	tracepoint event
syscalls:sys_exit_shutdown	excluded	tracepoint event
syscalls:sys_exit_sigaltstack	excluded	tracepoint event
syscalls:sys_exit_signalfd	excluded	tracepoint event
syscalls:sys_exit_signalfd4	excluded	tracepoint event
syscalls:sys_exit_socket	excluded	tracepoint event
syscalls:sys_exit_socketpair	excluded	tracepoint event
syscalls:sys_exit_splice	excluded	tracepoint event
syscalls:sys_exit_statfs	excluded	tracepoint event
syscalls:sys_exit_statmount	excluded	tracepoint event
syscalls:sys_exit_statx	excluded	tracepoint event
syscalls:sys_exit_swapoff	excluded	tracepoint event
syscalls:sys_exit_swapon	excluded	tracepoint event
syscalls:sys_exit_symlink	excluded	tracepoint event
syscalls:sys_exit_symlinkat	excluded	tracepoint event
syscalls:sys_exit_sync	excluded	tracepoint event
syscalls:sys_exit_sync_file_range	excluded	tracepoint event
syscalls:sys_exit_syncfs	excluded	tracepoint event
syscalls:sys_exit_sysfs	excluded	tracepoint event
syscalls:sys_exit_sysinfo	excluded	tracepoint event
syscalls:sys_exit_syslog	excluded	tracepoint event
syscalls:sys_exit_tee	excluded	tracepoint event
syscalls:sys_exit_tgkill	excluded	tracepoint event
syscalls:sys_exit_time	excluded	tracepoint event
syscalls:sys_exit_timer_create	excluded	tracepoint event
syscalls:sys_exit_timer_delete	excluded	tracepoint event
syscalls:sys_exit_timer_getoverrun	excluded	tracepoint event
syscalls:sys_exit_timer_gettime	excluded	tracepoint event
syscalls:sys_exit_timer_settime	excluded	tracepoint event
syscalls:sys_exit_timerfd_create	excluded	tracepoint event
syscalls:sys_exit_timerfd_gettime	excluded	tracepoint event
syscalls:sys_exit_timerfd_settime	excluded	tracepoint event
syscalls:sys_exit_times	excluded	tracepoint event
syscalls:sys_exit_tkill	excluded	tracepoint event
syscalls:sys_exit_truncate	excluded	tracepoint event
syscalls:sys_exit_umask	excluded	tracepoint event
syscalls:sys_exit_umount	excluded	tracepoint event
syscalls:sys_exit_unlink	excluded	tracepoint event
syscalls:sys_exit_unlinkat	excluded	tracepoint event
syscalls:sys_exit_unshare	excluded	tracepoint event
syscalls:sys_exit_uretprobe	excluded	tracepoint event
syscalls:sys_exit_userfaultfd	excluded	tracepoint event
syscalls:sys_exit_ustat	excluded	tracepoint event
syscalls:sys_exit_utime	excluded	tracepoint event
syscalls:sys_exit_utimensat	excluded	tracepoint event
syscalls:sys_exit_utimes	excluded	tracepoint event
syscalls:sys_exit_vfork	excluded	tracepoint event
syscalls:sys_exit_vhangup	excluded	tracepoint event
syscalls:sys_exit_vmsplice	excluded	tracepoint event
syscalls:sys_exit_wait4	excluded	tracepoint event
syscalls:sys_exit_waitid	excluded	tracepoint event
syscalls:sys_exit_write	excluded	tracepoint event
syscalls:sys_exit_writev	excluded	tracepoint event
task:task_newtask	excluded	tracepoint event
task:task_prctl_unknown	excluded	tracepoint event
task:task_rename	excluded	tracepoint event
tcp:tcp_ao_handshake_failure	excluded	tracepoint event
tcp:tcp_ao_key_not_found	excluded	tracepoint event
tcp:tcp_ao_mismatch	excluded	tracepoint event
tcp:tcp_ao_rcv_sne_update	excluded	tracepoint event
tcp:tcp_ao_rnext_request	excluded	tracepoint event
tcp:tcp_ao_snd_sne_update	excluded	tracepoint event
tcp:tcp_ao_synack_no_key	excluded	tracepoint event
tcp:tcp_ao_wrong_maclen	excluded	tracepoint event
tcp:tcp_bad_csum	excluded	tracepoint event
tcp:tcp_cong_state_set	excluded	tracepoint event
tcp:tcp_destroy_sock	excluded	tracepoint event
tcp:tcp_hash_ao_required	excluded	tracepoint event
tcp:tcp_hash_bad_header	excluded	tracepoint event
tcp:tcp_hash_md5_mismatch	excluded	tracepoint event
tcp:tcp_hash_md5_required	excluded	tracepoint event
tcp:tcp_hash_md5_unexpected	excluded	tracepoint event
tcp:tcp_probe	excluded	tracepoint event
tcp:tcp_rcv_space_adjust	excluded	tracepoint event
tcp:tcp_rcvbuf_grow	excluded	tracepoint event
tcp:tcp_receive_reset	excluded	tracepoint event
tcp:tcp_retransmit_skb	excluded	tracepoint event
tcp:tcp_retransmit_synack	excluded	tracepoint event
tcp:tcp_send_reset	excluded	tracepoint event
tcp:tcp_sendmsg_locked	excluded	tracepoint event
thermal:cdev_update	excluded	tracepoint event
thermal:thermal_power_devfreq_get_power	excluded	tracepoint event
thermal:thermal_power_devfreq_limit	excluded	tracepoint event
thermal:thermal_temperature	excluded	tracepoint event
thermal:thermal_zone_trip	excluded	tracepoint event
thermal_power_allocator:thermal_power_actor	excluded	tracepoint event
thermal_power_allocator:thermal_power_allocator	excluded	tracepoint event
thermal_power_allocator:thermal_power_allocator_pid	excluded	tracepoint event
thp:remove_migration_pmd	excluded	tracepoint event
thp:set_migration_pmd	excluded	tracepoint event
timer:hrtimer_cancel	excluded	tracepoint event
timer:hrtimer_expire_entry	excluded	tracepoint event
timer:hrtimer_expire_exit	excluded	tracepoint event
timer:hrtimer_setup	excluded	tracepoint event
timer:hrtimer_start	excluded	tracepoint event
timer:itimer_expire	excluded	tracepoint event
timer:itimer_state	excluded	tracepoint event
timer:tick_stop	excluded	tracepoint event
timer:timer_base_idle	excluded	tracepoint event
timer:timer_cancel	excluded	tracepoint event
timer:timer_expire_entry	excluded	tracepoint event
timer:timer_expire_exit	excluded	tracepoint event
timer:timer_init	excluded	tracepoint event
timer:timer_start	excluded	tracepoint event
timer_migration:tmigr_connect_child_parent	excluded	tracepoint event
timer_migration:tmigr_connect_cpu_parent	excluded	tracepoint event
timer_migration:tmigr_cpu_active	excluded	tracepoint event
timer_migration:tmigr_cpu_idle	excluded	tracepoint event
timer_migration:tmigr_cpu_new_timer	excluded	tracepoint event
timer_migration:tmigr_cpu_new_timer_idle	excluded	tracepoint event
timer_migration:tmigr_cpu_offline	excluded	tracepoint event
timer_migration:tmigr_cpu_online	excluded	tracepoint event
timer_migration:tmigr_group_set	excluded	tracepoint event
timer_migration:tmigr_group_set_cpu_active	excluded	tracepoint event
timer_migration:tmigr_group_set_cpu_inactive	excluded	tracepoint event
timer_migration:tmigr_handle_remote	excluded	tracepoint event
timer_migration:tmigr_handle_remote_cpu	excluded	tracepoint event
timer_migration:tmigr_update_events	excluded	tracepoint event
timestamp:ctime_ns_xchg	excluded	tracepoint event
timestamp:ctime_xchg_skip	excluded	tracepoint event
timestamp:fill_mg_cmtime	excluded	tracepoint event
timestamp:inode_set_ctime_to_ts	excluded	tracepoint event
tlb:tlb_flush	excluded	tracepoint event
tls:tls_device_decrypted	excluded	tracepoint event
tls:tls_device_offload_set	excluded	tracepoint event
tls:tls_device_rx_resync_nh_delay	excluded	tracepoint event
tls:tls_device_rx_resync_nh_schedule	excluded	tracepoint event
tls:tls_device_rx_resync_send	excluded	tracepoint event
tls:tls_device_tx_resync_req	excluded	tracepoint event
tls:tls_device_tx_resync_send	excluded	tracepoint event
tsm_mr:tsm_mr_read	excluded	tracepoint event
tsm_mr:tsm_mr_refresh	excluded	tracepoint event
tsm_mr:tsm_mr_write	excluded	tracepoint event
udp:udp_fail_queue_rcv_skb	excluded	tracepoint event
vmalloc:alloc_vmap_area	excluded	tracepoint event
vmalloc:free_vmap_area_noflush	excluded	tracepoint event
vmalloc:purge_vmap_area_lazy	excluded	tracepoint event
vmscan:mm_shrink_slab_end	excluded	tracepoint event
vmscan:mm_shrink_slab_start	excluded	tracepoint event
vmscan:mm_vmscan_direct_reclaim_begin	excluded	tracepoint event
vmscan:mm_vmscan_direct_reclaim_end	excluded	tracepoint event
vmscan:mm_vmscan_kswapd_sleep	excluded	tracepoint event
vmscan:mm_vmscan_kswapd_wake	excluded	tracepoint event
vmscan:mm_vmscan_lru_isolate	excluded	tracepoint event
vmscan:mm_vmscan_lru_shrink_active	excluded	tracepoint event
vmscan:mm_vmscan_lru_shrink_inactive	excluded	tracepoint event
vmscan:mm_vmscan_memcg_reclaim_begin	excluded	tracepoint event
vmscan:mm_vmscan_memcg_reclaim_end	excluded	tracepoint event
vmscan:mm_vmscan_memcg_softlimit_reclaim_begin	excluded	tracepoint event
vmscan:mm_vmscan_memcg_softlimit_reclaim_end	excluded	tracepoint event
vmscan:mm_vmscan_node_reclaim_begin	excluded	tracepoint event
vmscan:mm_vmscan_node_reclaim_end	excluded	tracepoint event
vmscan:mm_vmscan_reclaim_pages	excluded	tracepoint event
vmscan:mm_vmscan_throttled	excluded	tracepoint event
vmscan:mm_vmscan_wakeup_kswapd	excluded	tracepoint event
vmscan:mm_vmscan_write_folio	excluded	tracepoint event
